user_id,treatment,converted,revenue,device,country,prior_orders,pre_period_spend,days_since_signup,timestamp
U008015,control,1,91.83,mobile,US,3,79.68,701,2026-01-01 04:02:00
U007550,control,0,0.0,mobile,US,4,80.6,540,2026-01-01 04:05:00
U007495,treatment,0,0.0,tablet,IN,4,124.45,685,2026-01-01 04:10:00
U000242,treatment,0,0.0,mobile,US,4,42.6,521,2026-01-01 04:11:00
U011222,treatment,0,0.0,tablet,IN,0,20.21,46,2026-01-01 04:12:00
U000780,treatment,0,0.0,desktop,US,3,27.48,655,2026-01-01 04:19:00
U011956,treatment,0,0.0,mobile,CA,2,84.84,68,2026-01-01 04:19:00
U005776,control,0,0.0,mobile,IN,3,52.57,144,2026-01-01 04:20:00
U004296,control,1,89.36,mobile,UK,2,26.83,190,2026-01-01 04:22:00
U003694,treatment,0,0.0,desktop,CA,3,23.32,215,2026-01-01 04:25:00
U002601,control,0,0.0,desktop,IN,2,64.41,136,2026-01-01 04:26:00
U003854,control,0,0.0,mobile,US,4,81.86,661,2026-01-01 04:34:00
U010770,treatment,0,0.0,desktop,IN,2,10.0,212,2026-01-01 04:35:00
U003140,control,0,0.0,mobile,IN,1,16.84,16,2026-01-01 04:42:00
U000708,treatment,0,0.0,mobile,IN,1,31.0,571,2026-01-01 04:42:00
U010587,treatment,0,0.0,desktop,IN,3,77.4,19,2026-01-01 04:46:00
U010034,control,1,16.98,mobile,US,1,20.81,295,2026-01-01 04:51:00
U003635,treatment,0,0.0,desktop,US,3,86.86,364,2026-01-01 04:53:00
U009221,treatment,0,0.0,mobile,UK,4,60.96,64,2026-01-01 04:54:00
U001972,treatment,1,72.05,mobile,US,1,9.92,561,2026-01-01 04:56:00
U001902,control,0,0.0,desktop,US,1,24.59,426,2026-01-01 04:56:00
U010044,treatment,0,0.0,mobile,IN,3,51.83,311,2026-01-01 04:59:00
U000093,control,0,0.0,mobile,IN,3,75.41,235,2026-01-01 05:06:00
U002259,control,0,0.0,mobile,CA,0,66.74,412,2026-01-01 05:06:00
U011232,treatment,0,0.0,desktop,CA,0,32.75,484,2026-01-01 05:11:00
U001442,control,0,0.0,mobile,US,1,143.31,195,2026-01-01 05:14:00
U011506,control,0,0.0,desktop,US,0,70.45,519,2026-01-01 05:16:00
U001150,treatment,0,0.0,mobile,US,1,95.96,703,2026-01-01 05:18:00
U004086,treatment,0,0.0,mobile,IN,3,55.8,554,2026-01-01 05:23:00
U007551,treatment,0,0.0,desktop,UK,3,43.39,563,2026-01-01 05:25:00
U004905,treatment,0,0.0,mobile,IN,4,53.84,623,2026-01-01 05:25:00
U001997,control,0,0.0,mobile,IN,6,26.52,480,2026-01-01 05:29:00
U007219,control,0,0.0,tablet,UK,2,29.34,304,2026-01-01 05:32:00
U010739,treatment,0,0.0,mobile,IN,1,40.69,671,2026-01-01 05:37:00
U011650,treatment,0,0.0,mobile,UK,0,171.36,299,2026-01-01 05:52:00
U011943,control,0,0.0,mobile,UK,1,25.99,17,2026-01-01 06:00:00
U010242,control,1,44.87,desktop,IN,1,29.63,309,2026-01-01 06:01:00
U001368,control,0,0.0,mobile,UK,1,21.44,310,2026-01-01 06:05:00
U010081,treatment,0,0.0,desktop,US,3,29.79,483,2026-01-01 06:07:00
U010892,control,0,0.0,mobile,IN,1,24.5,232,2026-01-01 06:08:00
U004908,control,0,0.0,desktop,IN,1,50.29,338,2026-01-01 06:08:00
U008736,control,0,0.0,desktop,IN,3,70.65,529,2026-01-01 06:08:00
U009738,control,0,0.0,mobile,UK,2,32.27,253,2026-01-01 06:09:00
U007194,control,0,0.0,desktop,CA,0,21.95,543,2026-01-01 06:17:00
U003866,control,0,0.0,mobile,US,1,67.0,124,2026-01-01 06:19:00
U007350,control,0,0.0,desktop,US,3,55.83,442,2026-01-01 06:26:00
U009257,treatment,0,0.0,mobile,UK,4,66.15,245,2026-01-01 06:27:00
U010633,treatment,0,0.0,mobile,CA,1,92.1,417,2026-01-01 06:28:00
U001243,control,0,0.0,tablet,US,1,44.56,248,2026-01-01 06:32:00
U002192,treatment,0,0.0,desktop,UK,1,101.67,592,2026-01-01 06:37:00
U010511,treatment,0,0.0,mobile,CA,2,84.69,364,2026-01-01 06:40:00
U000420,treatment,0,0.0,mobile,UK,3,24.17,121,2026-01-01 06:42:00
U001052,control,0,0.0,desktop,CA,1,56.82,86,2026-01-01 06:42:00
U002452,treatment,0,0.0,desktop,CA,4,100.18,507,2026-01-01 06:43:00
U004202,treatment,0,0.0,mobile,US,0,48.02,148,2026-01-01 06:44:00
U000824,treatment,0,0.0,desktop,US,3,27.02,49,2026-01-01 06:48:00
U003550,treatment,0,0.0,desktop,IN,4,62.43,108,2026-01-01 06:49:00
U007343,treatment,0,0.0,mobile,US,2,40.27,702,2026-01-01 06:51:00
U009685,control,0,0.0,mobile,US,0,112.12,14,2026-01-01 06:54:00
U003735,control,0,0.0,desktop,CA,0,15.69,457,2026-01-01 07:03:00
U002067,treatment,0,0.0,tablet,US,1,56.73,429,2026-01-01 07:05:00
U000521,treatment,0,0.0,mobile,US,4,41.65,569,2026-01-01 07:06:00
U004227,treatment,0,0.0,tablet,CA,5,61.78,46,2026-01-01 07:08:00
U004683,treatment,0,0.0,mobile,US,2,66.81,623,2026-01-01 07:10:00
U011883,treatment,0,0.0,mobile,US,2,91.86,490,2026-01-01 07:14:00
U000228,treatment,0,0.0,mobile,IN,2,54.01,62,2026-01-01 07:20:00
U006381,treatment,0,0.0,mobile,US,2,16.23,415,2026-01-01 07:24:00
U006828,treatment,0,0.0,mobile,UK,3,31.36,358,2026-01-01 07:38:00
U009044,treatment,0,0.0,mobile,UK,0,75.79,621,2026-01-01 07:40:00
U002160,control,0,0.0,tablet,US,2,110.1,383,2026-01-01 07:42:00
U004645,control,0,0.0,desktop,US,3,153.89,705,2026-01-01 07:46:00
U007553,control,0,0.0,mobile,CA,2,44.01,320,2026-01-01 07:52:00
U004004,control,0,0.0,mobile,US,3,40.61,541,2026-01-01 08:01:00
U009655,treatment,0,0.0,mobile,IN,2,49.61,11,2026-01-01 08:01:00
U006770,control,0,0.0,desktop,US,1,46.31,645,2026-01-01 08:03:00
U005599,treatment,1,9.08,mobile,US,2,72.59,372,2026-01-01 08:04:00
U005217,control,0,0.0,mobile,UK,4,133.31,249,2026-01-01 08:06:00
U009699,control,0,0.0,desktop,US,1,36.79,81,2026-01-01 08:12:00
U005903,control,0,0.0,tablet,US,3,70.59,619,2026-01-01 08:14:00
U006237,control,1,38.95,desktop,CA,2,56.42,665,2026-01-01 08:15:00
U005565,treatment,0,0.0,desktop,US,2,17.21,490,2026-01-01 08:18:00
U010375,treatment,0,0.0,mobile,IN,2,108.66,399,2026-01-01 08:21:00
U010351,control,0,0.0,mobile,IN,1,26.46,640,2026-01-01 08:24:00
U008138,control,0,0.0,mobile,IN,3,82.4,124,2026-01-01 08:28:00
U010488,control,0,0.0,desktop,IN,0,57.63,600,2026-01-01 08:31:00
U010836,control,0,0.0,mobile,IN,1,12.16,129,2026-01-01 08:32:00
U001110,control,0,0.0,mobile,IN,0,112.83,535,2026-01-01 08:33:00
U002767,control,0,0.0,mobile,IN,3,12.4,311,2026-01-01 08:37:00
U003025,control,0,0.0,desktop,UK,1,91.07,476,2026-01-01 08:39:00
U009333,control,0,0.0,tablet,IN,5,24.8,365,2026-01-01 08:40:00
U003118,treatment,0,0.0,tablet,UK,2,26.96,433,2026-01-01 08:49:00
U001738,control,0,0.0,mobile,IN,1,45.21,470,2026-01-01 09:10:00
U008148,control,0,0.0,mobile,US,5,61.36,600,2026-01-01 09:12:00
U009186,treatment,0,0.0,mobile,US,2,16.12,499,2026-01-01 09:13:00
U004401,treatment,1,37.68,desktop,IN,2,80.69,620,2026-01-01 09:27:00
U001482,control,0,0.0,mobile,US,3,78.59,380,2026-01-01 09:28:00
U007856,treatment,0,0.0,mobile,US,1,124.1,334,2026-01-01 09:29:00
U003768,control,0,0.0,desktop,IN,0,42.44,13,2026-01-01 09:30:00
U000829,treatment,1,43.23,desktop,US,3,99.27,450,2026-01-01 09:37:00
U009623,treatment,0,0.0,mobile,IN,3,202.4,246,2026-01-01 09:39:00
U009667,treatment,0,0.0,mobile,US,4,21.18,572,2026-01-01 09:43:00
U008072,treatment,1,22.38,tablet,UK,3,31.96,427,2026-01-01 09:48:00
U006415,treatment,0,0.0,mobile,UK,1,83.52,480,2026-01-01 09:52:00
U010403,treatment,0,0.0,desktop,US,4,80.32,405,2026-01-01 09:54:00
U006766,treatment,0,0.0,mobile,US,2,45.85,333,2026-01-01 10:02:00
U005862,control,0,0.0,desktop,IN,0,57.94,647,2026-01-01 10:05:00
U010673,control,0,0.0,mobile,US,1,18.82,680,2026-01-01 10:06:00
U003391,control,0,0.0,mobile,UK,1,68.66,327,2026-01-01 10:09:00
U001464,control,0,0.0,mobile,CA,1,86.97,215,2026-01-01 10:10:00
U003327,control,0,0.0,mobile,US,4,30.35,455,2026-01-01 10:10:00
U009991,control,0,0.0,mobile,IN,2,30.46,345,2026-01-01 10:11:00
U006971,treatment,0,0.0,mobile,UK,5,52.46,509,2026-01-01 10:13:00
U005533,treatment,0,0.0,mobile,IN,0,44.51,551,2026-01-01 10:14:00
U008054,treatment,0,0.0,mobile,CA,4,25.44,57,2026-01-01 10:17:00
U009534,control,0,0.0,mobile,UK,1,111.92,74,2026-01-01 10:18:00
U006784,control,0,0.0,mobile,UK,0,45.54,353,2026-01-01 10:20:00
U000113,control,0,0.0,desktop,UK,1,31.13,102,2026-01-01 10:21:00
U002740,treatment,0,0.0,desktop,US,3,47.59,419,2026-01-01 10:21:00
U008908,treatment,0,0.0,desktop,IN,2,43.98,606,2026-01-01 10:23:00
U010443,treatment,0,0.0,desktop,US,2,37.19,629,2026-01-01 10:24:00
U000561,control,0,0.0,mobile,IN,0,60.32,266,2026-01-01 10:24:00
U011027,control,0,0.0,mobile,CA,1,120.01,320,2026-01-01 10:39:00
U010315,treatment,0,0.0,mobile,US,0,101.41,273,2026-01-01 10:43:00
U000635,control,0,0.0,mobile,US,0,98.48,183,2026-01-01 10:53:00
U011475,control,0,0.0,mobile,US,0,34.97,435,2026-01-01 10:56:00
U008515,control,0,0.0,desktop,US,5,25.34,447,2026-01-01 10:58:00
U005379,control,0,0.0,desktop,CA,1,24.55,493,2026-01-01 10:58:00
U010607,control,0,0.0,mobile,US,1,8.24,195,2026-01-01 10:59:00
U005710,treatment,0,0.0,desktop,UK,5,109.6,261,2026-01-01 10:59:00
U011948,control,0,0.0,desktop,US,1,15.66,355,2026-01-01 11:02:00
U002022,control,0,0.0,mobile,US,2,36.45,423,2026-01-01 11:04:00
U008279,treatment,0,0.0,mobile,UK,1,63.2,676,2026-01-01 11:06:00
U005462,control,0,0.0,mobile,CA,2,40.33,353,2026-01-01 11:08:00
U005514,control,0,0.0,mobile,UK,1,43.05,167,2026-01-01 11:14:00
U002261,treatment,0,0.0,mobile,IN,1,88.7,7,2026-01-01 11:16:00
U006208,control,0,0.0,desktop,IN,0,118.03,76,2026-01-01 11:17:00
U008268,control,0,0.0,desktop,US,4,89.5,31,2026-01-01 11:18:00
U002087,control,0,0.0,mobile,US,5,95.47,103,2026-01-01 11:19:00
U005657,treatment,0,0.0,desktop,UK,0,21.89,390,2026-01-01 11:20:00
U011584,control,0,0.0,mobile,IN,1,37.44,619,2026-01-01 11:26:00
U000869,control,0,0.0,mobile,US,3,34.45,506,2026-01-01 11:27:00
U000583,control,0,0.0,desktop,IN,2,24.94,143,2026-01-01 11:27:00
U005960,control,0,0.0,desktop,UK,1,144.68,177,2026-01-01 11:34:00
U007412,treatment,0,0.0,mobile,US,0,67.27,11,2026-01-01 11:36:00
U002455,treatment,0,0.0,desktop,IN,5,98.31,556,2026-01-01 11:42:00
U009786,treatment,0,0.0,desktop,IN,4,9.0,177,2026-01-01 11:48:00
U008147,control,0,0.0,desktop,UK,1,69.76,221,2026-01-01 11:52:00
U009495,control,0,0.0,mobile,IN,0,77.68,548,2026-01-01 11:53:00
U006056,control,0,0.0,mobile,US,0,50.14,352,2026-01-01 11:53:00
U005603,treatment,0,0.0,mobile,US,2,23.65,623,2026-01-01 11:57:00
U002027,treatment,0,0.0,mobile,IN,4,20.52,671,2026-01-01 12:06:00
U001430,control,0,0.0,tablet,US,2,36.38,429,2026-01-01 12:08:00
U010696,control,1,10.78,mobile,IN,1,63.71,465,2026-01-01 12:09:00
U001797,treatment,1,43.84,mobile,US,2,43.0,687,2026-01-01 12:17:00
U011441,control,0,0.0,mobile,UK,0,140.05,37,2026-01-01 12:24:00
U001935,treatment,1,13.25,desktop,CA,3,33.61,138,2026-01-01 12:30:00
U008283,control,0,0.0,desktop,IN,0,93.41,79,2026-01-01 12:35:00
U008456,control,1,9.06,desktop,IN,1,43.96,124,2026-01-01 12:37:00
U006229,control,0,0.0,mobile,US,4,30.73,295,2026-01-01 12:46:00
U009999,control,0,0.0,mobile,UK,2,3.73,101,2026-01-01 12:55:00
U010552,control,0,0.0,desktop,IN,2,70.58,282,2026-01-01 12:56:00
U004661,treatment,0,0.0,mobile,UK,2,54.75,294,2026-01-01 13:00:00
U007710,treatment,0,0.0,desktop,US,1,67.86,360,2026-01-01 13:00:00
U001518,treatment,0,0.0,mobile,CA,1,231.27,627,2026-01-01 13:02:00
U001082,treatment,1,52.8,mobile,US,1,235.33,217,2026-01-01 13:13:00
U002942,control,0,0.0,desktop,US,2,43.7,646,2026-01-01 13:13:00
U010540,treatment,0,0.0,tablet,US,3,135.19,700,2026-01-01 13:16:00
U011989,treatment,1,16.85,desktop,US,2,27.46,71,2026-01-01 13:23:00
U011968,control,0,0.0,mobile,US,1,44.66,172,2026-01-01 13:26:00
U003330,control,0,0.0,mobile,IN,1,44.66,187,2026-01-01 13:27:00
U007160,control,0,0.0,mobile,US,2,13.5,335,2026-01-01 13:27:00
U006053,treatment,0,0.0,tablet,IN,3,5.38,329,2026-01-01 13:40:00
U000126,control,0,0.0,desktop,US,6,60.76,109,2026-01-01 13:43:00
U011528,treatment,0,0.0,mobile,US,0,16.42,30,2026-01-01 13:47:00
U008667,control,1,32.05,tablet,UK,0,37.16,564,2026-01-01 13:56:00
U007887,control,0,0.0,mobile,US,2,50.32,594,2026-01-01 14:03:00
U001409,treatment,0,0.0,mobile,UK,1,64.05,507,2026-01-01 14:07:00
U002523,control,0,0.0,mobile,UK,0,19.12,203,2026-01-01 14:10:00
U000687,control,0,0.0,desktop,UK,4,66.12,673,2026-01-01 14:17:00
U006807,treatment,0,0.0,desktop,IN,2,51.64,351,2026-01-01 14:18:00
U008322,treatment,0,0.0,desktop,US,0,57.35,341,2026-01-01 14:22:00
U001558,control,0,0.0,tablet,IN,3,21.83,361,2026-01-01 14:23:00
U006611,treatment,0,0.0,desktop,IN,0,84.76,460,2026-01-01 14:27:00
U001217,control,0,0.0,tablet,IN,4,97.47,463,2026-01-01 14:30:00
U004755,treatment,0,0.0,desktop,UK,1,44.67,145,2026-01-01 14:35:00
U006200,treatment,0,0.0,mobile,US,0,30.45,368,2026-01-01 14:35:00
U002720,treatment,0,0.0,mobile,UK,3,29.52,491,2026-01-01 14:39:00
U009294,control,0,0.0,mobile,US,1,41.86,23,2026-01-01 14:42:00
U000227,control,0,0.0,mobile,US,2,106.57,70,2026-01-01 14:44:00
U005609,control,0,0.0,desktop,UK,2,108.52,237,2026-01-01 14:50:00
U010476,control,0,0.0,mobile,IN,4,16.74,528,2026-01-01 14:50:00
U001621,control,0,0.0,desktop,US,1,36.78,164,2026-01-01 14:52:00
U000360,treatment,0,0.0,tablet,US,5,95.17,328,2026-01-01 14:55:00
U006470,treatment,0,0.0,mobile,US,2,150.02,415,2026-01-01 14:56:00
U008149,treatment,0,0.0,mobile,IN,1,23.87,250,2026-01-01 15:02:00
U011971,treatment,0,0.0,tablet,CA,1,42.69,601,2026-01-01 15:04:00
U007860,treatment,0,0.0,mobile,CA,1,19.49,202,2026-01-01 15:06:00
U008689,control,0,0.0,desktop,UK,2,27.26,229,2026-01-01 15:13:00
U010668,control,0,0.0,desktop,IN,2,71.09,52,2026-01-01 15:14:00
U008820,treatment,0,0.0,desktop,US,0,144.04,148,2026-01-01 15:17:00
U001350,control,0,0.0,desktop,UK,2,47.21,680,2026-01-01 15:22:00
U002475,control,0,0.0,mobile,IN,2,157.78,265,2026-01-01 15:23:00
U011083,control,0,0.0,mobile,IN,1,19.62,442,2026-01-01 15:24:00
U003104,treatment,0,0.0,mobile,UK,4,55.22,545,2026-01-01 15:35:00
U006797,treatment,0,0.0,mobile,UK,2,151.45,557,2026-01-01 15:36:00
U011994,control,1,33.07,mobile,US,0,15.66,385,2026-01-01 15:37:00
U010716,control,0,0.0,mobile,IN,2,17.54,30,2026-01-01 15:37:00
U011466,treatment,0,0.0,desktop,US,1,105.8,391,2026-01-01 15:39:00
U009572,treatment,0,0.0,mobile,IN,2,21.84,244,2026-01-01 15:40:00
U002647,treatment,0,0.0,mobile,US,4,23.12,645,2026-01-01 15:40:00
U010812,treatment,0,0.0,desktop,IN,4,108.95,431,2026-01-01 15:41:00
U010817,treatment,0,0.0,mobile,US,2,70.86,26,2026-01-01 16:02:00
U009829,control,0,0.0,desktop,IN,2,50.81,75,2026-01-01 16:04:00
U002977,treatment,0,0.0,mobile,UK,2,134.41,325,2026-01-01 16:04:00
U006508,control,0,0.0,mobile,US,1,93.45,77,2026-01-01 16:07:00
U011099,control,0,0.0,desktop,US,3,52.85,493,2026-01-01 16:10:00
U009566,treatment,0,0.0,desktop,UK,4,20.19,335,2026-01-01 16:11:00
U000478,treatment,0,0.0,mobile,UK,2,103.23,441,2026-01-01 16:12:00
U006571,treatment,0,0.0,desktop,CA,1,44.81,40,2026-01-01 16:13:00
U004312,treatment,0,0.0,desktop,IN,1,37.83,317,2026-01-01 16:15:00
U000316,control,0,0.0,mobile,CA,1,10.55,203,2026-01-01 16:17:00
U004521,control,0,0.0,desktop,CA,1,61.39,563,2026-01-01 16:20:00
U000346,treatment,0,0.0,mobile,IN,2,34.31,679,2026-01-01 16:24:00
U007501,treatment,0,0.0,desktop,IN,3,172.43,605,2026-01-01 16:25:00
U003580,control,1,89.13,mobile,UK,1,49.65,706,2026-01-01 16:30:00
U009362,control,0,0.0,desktop,IN,2,92.37,718,2026-01-01 16:30:00
U005713,treatment,0,0.0,tablet,UK,0,65.42,17,2026-01-01 16:41:00
U009760,control,0,0.0,desktop,CA,1,49.37,437,2026-01-01 16:41:00
U011631,treatment,0,0.0,mobile,CA,0,46.41,243,2026-01-01 16:45:00
U003425,control,0,0.0,mobile,US,2,22.17,562,2026-01-01 16:53:00
U004968,control,0,0.0,mobile,IN,2,75.93,289,2026-01-01 16:59:00
U006763,treatment,0,0.0,desktop,US,4,92.04,681,2026-01-01 17:02:00
U001768,control,0,0.0,mobile,US,0,77.15,206,2026-01-01 17:11:00
U006108,control,0,0.0,mobile,CA,3,87.15,410,2026-01-01 17:13:00
U008345,treatment,0,0.0,desktop,US,0,28.63,684,2026-01-01 17:14:00
U010933,treatment,0,0.0,desktop,US,2,83.33,267,2026-01-01 17:23:00
U008356,treatment,0,0.0,mobile,UK,4,41.12,367,2026-01-01 17:31:00
U004370,control,0,0.0,mobile,US,6,50.11,171,2026-01-01 17:38:00
U002923,control,0,0.0,mobile,US,2,52.86,24,2026-01-01 17:39:00
U011194,treatment,0,0.0,mobile,US,0,105.34,670,2026-01-01 17:42:00
U001945,treatment,0,0.0,mobile,IN,1,60.59,253,2026-01-01 17:45:00
U010731,treatment,0,0.0,mobile,US,1,143.32,269,2026-01-01 17:46:00
U002310,treatment,0,0.0,mobile,IN,2,99.01,86,2026-01-01 18:00:00
U008527,treatment,0,0.0,desktop,US,3,175.69,479,2026-01-01 18:01:00
U008697,control,1,18.87,mobile,UK,2,58.86,216,2026-01-01 18:03:00
U004356,treatment,0,0.0,mobile,US,3,25.56,454,2026-01-01 18:17:00
U003678,treatment,0,0.0,mobile,CA,3,93.54,647,2026-01-01 18:18:00
U005804,treatment,1,9.75,desktop,IN,4,44.07,482,2026-01-01 18:20:00
U006665,control,0,0.0,mobile,US,2,70.27,531,2026-01-01 18:24:00
U004722,treatment,0,0.0,desktop,US,0,35.98,586,2026-01-01 18:28:00
U005234,control,0,0.0,desktop,US,3,26.0,477,2026-01-01 18:31:00
U002770,treatment,0,0.0,mobile,CA,1,44.19,204,2026-01-01 18:32:00
U008142,control,0,0.0,mobile,IN,2,30.67,274,2026-01-01 18:32:00
U006491,control,0,0.0,mobile,IN,1,57.37,359,2026-01-01 18:33:00
U001415,control,0,0.0,mobile,UK,3,33.51,100,2026-01-01 18:35:00
U004665,treatment,0,0.0,desktop,UK,4,181.34,59,2026-01-01 18:37:00
U001665,treatment,0,0.0,desktop,CA,1,3.64,626,2026-01-01 18:38:00
U008214,treatment,0,0.0,desktop,US,3,142.46,678,2026-01-01 18:40:00
U000848,treatment,0,0.0,desktop,US,2,52.35,278,2026-01-01 18:42:00
U010354,treatment,0,0.0,desktop,IN,4,29.49,516,2026-01-01 18:45:00
U008351,treatment,0,0.0,desktop,UK,4,72.25,134,2026-01-01 18:45:00
U005893,treatment,0,0.0,tablet,IN,3,26.19,652,2026-01-01 18:47:00
U009124,control,1,142.06,mobile,US,1,50.58,64,2026-01-01 18:49:00
U011607,treatment,0,0.0,mobile,US,1,30.21,87,2026-01-01 18:52:00
U004758,treatment,0,0.0,mobile,US,1,44.44,376,2026-01-01 18:57:00
U006399,treatment,0,0.0,desktop,US,0,54.44,86,2026-01-01 18:59:00
U003102,control,0,0.0,mobile,US,2,24.82,495,2026-01-01 19:16:00
U002934,treatment,0,0.0,mobile,US,4,65.21,372,2026-01-01 19:17:00
U003593,treatment,0,0.0,mobile,US,4,56.61,175,2026-01-01 19:21:00
U010950,control,0,0.0,desktop,IN,0,32.75,19,2026-01-01 19:25:00
U006352,treatment,1,22.39,desktop,IN,2,46.95,713,2026-01-01 19:33:00
