user_id,treatment,converted,revenue,device,country,prior_orders,pre_period_spend,days_since_signup,timestamp
U005562,control,0.0,0.0,desktop,CA,0,58.7,652,2026-01-01 03:53:00
U008478,treatment,0.0,0.0,mobile,US,1,87.58,151,2026-01-01 03:53:00
U009253,control,0.0,0.0,mobile,IN,2,86.22,104,2026-01-01 03:59:00
U009233,control,0.0,0.0,mobile,US,0,74.85,260,2026-01-01 04:01:00
U003355,control,0.0,0.0,tablet,IN,4,36.5,9,2026-01-01 04:12:00
U007633,control,0.0,0.0,desktop,IN,4,38.58,196,2026-01-01 04:14:00
U011165,treatment,0.0,0.0,tablet,US,3,63.0,524,2026-01-01 04:17:00
U007864,treatment,0.0,0.0,desktop,US,1,100.66,306,2026-01-01 04:18:00
U008638,control,1.0,20.98,desktop,US,0,54.18,587,2026-01-01 04:23:00
U004224,treatment,0.0,0.0,mobile,IN,1,80.85,133,2026-01-01 04:29:00
U002624,control,0.0,0.0,mobile,UK,3,57.7,477,2026-01-01 04:36:00
U011666,treatment,0.0,0.0,mobile,US,1,40.99,408,2026-01-01 04:38:00
U005284,control,0.0,0.0,desktop,US,4,33.38,617,2026-01-01 04:55:00
U010615,control,0.0,0.0,desktop,US,2,98.09,504,2026-01-01 05:01:00
U000213,control,0.0,0.0,mobile,US,0,40.73,697,2026-01-01 05:04:00
U002823,control,0.0,0.0,mobile,IN,4,73.95,348,2026-01-01 05:09:00
U011713,control,0.0,0.0,mobile,US,0,109.14,358,2026-01-01 05:12:00
U002311,control,0.0,0.0,tablet,IN,0,5.7,107,2026-01-01 05:17:00
U005777,control,0.0,0.0,desktop,CA,1,18.43,471,2026-01-01 05:21:00
U000389,treatment,1.0,12.85,mobile,UK,2,86.0,15,2026-01-01 05:27:00
U006958,control,0.0,0.0,mobile,UK,1,81.28,439,2026-01-01 05:31:00
U002279,control,0.0,0.0,mobile,IN,2,101.66,184,2026-01-01 05:32:00
U008889,treatment,0.0,0.0,desktop,US,1,96.85,35,2026-01-01 05:37:00
U009909,control,0.0,,mobile,US,2,24.54,598,2026-01-01 05:37:00
U004716,control,0.0,0.0,mobile,US,2,74.61,147,2026-01-01 05:42:00
U009559,control,0.0,0.0,mobile,US,0,26.68,180,2026-01-01 05:43:00
U007825,control,0.0,0.0,mobile,US,1,42.46,650,2026-01-01 05:49:00
U008097,control,0.0,0.0,mobile,UK,3,70.64,73,2026-01-01 05:56:00
U007609,control,0.0,0.0,mobile,US,1,72.62,666,2026-01-01 05:57:00
U002195,treatment,0.0,0.0,mobile,IN,3,39.08,79,2026-01-01 06:15:00
U006560,control,0.0,0.0,mobile,CA,1,56.25,436,2026-01-01 06:18:00
U000763,control,0.0,0.0,desktop,US,2,27.92,116,2026-01-01 06:22:00
U001308,treatment,0.0,0.0,desktop,IN,2,127.05,121,2026-01-01 06:25:00
U004349,treatment,0.0,0.0,mobile,US,5,60.15,424,2026-01-01 06:26:00
U006031,treatment,0.0,0.0,mobile,IN,3,37.41,74,2026-01-01 06:33:00
U010395,control,0.0,0.0,desktop,US,4,50.17,651,2026-01-01 06:33:00
U002868,control,0.0,0.0,mobile,US,1,87.0,480,2026-01-01 06:38:00
U005147,control,0.0,0.0,desktop,UK,1,89.99,5,2026-01-01 06:40:00
U001462,control,0.0,0.0,mobile,US,1,45.22,259,2026-01-01 06:43:00
U006863,control,0.0,0.0,mobile,US,0,47.12,684,2026-01-01 06:54:00
U008752,control,0.0,0.0,mobile,US,1,60.5,134,2026-01-01 06:57:00
U002965,control,0.0,0.0,desktop,IN,1,60.77,592,2026-01-01 06:57:00
U000387,control,0.0,0.0,desktop,IN,3,24.89,615,2026-01-01 07:02:00
U006381,control,0.0,0.0,mobile,IN,4,69.71,347,2026-01-01 07:03:00
U004220,control,0.0,0.0,mobile,US,2,25.49,532,2026-01-01 07:04:00
U003998,treatment,1.0,26.1,tablet,US,1,61.6,246,2026-01-01 07:05:00
U005977,control,0.0,0.0,desktop,US,1,55.39,579,2026-01-01 07:11:00
U004383,control,0.0,0.0,desktop,IN,2,74.84,272,2026-01-01 07:11:00
U002321,treatment,0.0,0.0,mobile,UK,3,59.48,582,2026-01-01 07:13:00
U002802,control,0.0,0.0,desktop,IN,1,39.07,485,2026-01-01 07:13:00
U004829,control,0.0,0.0,mobile,US,1,37.8,693,2026-01-01 07:17:00
U010274,treatment,0.0,0.0,desktop,US,3,262.44,442,2026-01-01 07:17:00
U005498,control,0.0,0.0,mobile,UK,4,60.86,269,2026-01-01 07:24:00
U003704,control,0.0,0.0,mobile,US,4,29.19,333,2026-01-01 07:30:00
U003364,control,0.0,0.0,mobile,US,3,40.85,290,2026-01-01 07:31:00
U006004,control,0.0,0.0,mobile,CA,1,34.58,134,2026-01-01 07:42:00
U000711,treatment,0.0,0.0,mobile,UK,3,81.09,536,2026-01-01 07:45:00
U000201,treatment,0.0,0.0,mobile,UK,3,45.47,120,2026-01-01 07:49:00
U010811,control,0.0,0.0,mobile,IN,2,42.09,29,2026-01-01 07:54:00
U008611,control,0.0,0.0,desktop,US,1,60.3,373,2026-01-01 07:55:00
U006001,control,0.0,0.0,mobile,US,4,28.56,623,2026-01-01 07:57:00
U001413,control,0.0,0.0,mobile,IN,2,68.7,613,2026-01-01 07:58:00
U011057,control,0.0,0.0,desktop,US,2,39.01,651,2026-01-01 08:05:00
U000620,treatment,0.0,0.0,mobile,US,1,115.26,301,2026-01-01 08:07:00
U005674,control,0.0,0.0,desktop,US,3,71.97,559,2026-01-01 08:09:00
U002434,treatment,1.0,34.48,mobile,IN,3,30.45,225,2026-01-01 08:18:00
U009394,control,0.0,0.0,mobile,IN,2,37.22,296,2026-01-01 08:27:00
U006629,control,0.0,0.0,mobile,US,2,19.13,534,2026-01-01 08:27:00
U009291,control,0.0,0.0,mobile,IN,1,11.19,88,2026-01-01 08:27:00
U000318,control,0.0,0.0,mobile,CA,2,20.52,299,2026-01-01 08:30:00
U011205,control,0.0,0.0,mobile,US,1,30.7,636,2026-01-01 08:31:00
U007894,control,0.0,0.0,desktop,US,4,33.46,259,2026-01-01 08:43:00
U008711,control,0.0,0.0,tablet,IN,2,67.72,99,2026-01-01 08:43:00
U008424,control,0.0,0.0,desktop,IN,2,69.87,191,2026-01-01 08:43:00
U010073,treatment,0.0,0.0,mobile,UK,1,42.68,350,2026-01-01 08:54:00
U005940,control,0.0,0.0,desktop,US,1,50.05,369,2026-01-01 08:55:00
U001400,control,0.0,0.0,desktop,IN,3,73.18,423,2026-01-01 08:56:00
U010111,treatment,0.0,0.0,mobile,US,3,90.74,96,2026-01-01 08:56:00
U000293,treatment,0.0,0.0,tablet,CA,2,53.25,281,2026-01-01 09:00:00
U011542,control,0.0,0.0,mobile,IN,1,132.13,266,2026-01-01 09:12:00
U006957,control,0.0,0.0,desktop,UK,1,55.3,85,2026-01-01 09:12:00
U000876,treatment,0.0,0.0,mobile,US,3,46.98,410,2026-01-01 09:13:00
U008087,control,0.0,0.0,desktop,IN,2,89.9,179,2026-01-01 09:16:00
U001836,treatment,0.0,0.0,mobile,UK,2,39.3,371,2026-01-01 09:16:00
U008086,treatment,,0.0,mobile,UK,2,58.21,581,2026-01-01 09:18:00
U000937,treatment,0.0,0.0,mobile,US,1,72.73,70,2026-01-01 09:20:00
U006022,treatment,0.0,0.0,desktop,IN,2,228.87,254,2026-01-01 09:22:00
U011750,treatment,,0.0,mobile,IN,2,156.11,665,2026-01-01 09:26:00
U003593,control,0.0,0.0,mobile,US,1,7.17,313,2026-01-01 09:27:00
U005866,control,0.0,0.0,desktop,UK,3,22.66,518,2026-01-01 09:30:00
U004355,treatment,0.0,0.0,mobile,UK,2,77.68,405,2026-01-01 09:39:00
U009270,control,0.0,0.0,desktop,US,2,33.33,473,2026-01-01 09:45:00
U010051,treatment,0.0,0.0,desktop,US,3,84.96,315,2026-01-01 09:48:00
U004868,control,0.0,0.0,mobile,US,2,66.12,706,2026-01-01 09:50:00
U007515,treatment,0.0,0.0,desktop,IN,3,76.81,329,2026-01-01 09:57:00
U006173,control,1.0,32.04,desktop,US,3,99.85,653,2026-01-01 09:57:00
U005078,treatment,0.0,0.0,desktop,US,1,174.95,318,2026-01-01 10:01:00
U008336,control,0.0,0.0,mobile,IN,2,177.61,93,2026-01-01 10:04:00
U001877,treatment,0.0,0.0,mobile,US,2,126.39,93,2026-01-01 10:11:00
U004818,control,0.0,0.0,mobile,UK,2,44.8,292,2026-01-01 10:20:00
U001122,treatment,0.0,0.0,desktop,US,0,134.29,544,2026-01-01 10:24:00
U009318,treatment,0.0,0.0,tablet,US,1,165.13,653,2026-01-01 10:25:00
U004562,control,0.0,0.0,mobile,UK,1,47.8,191,2026-01-01 10:30:00
U009717,control,0.0,0.0,desktop,UK,1,30.92,1,2026-01-01 10:33:00
U009877,control,0.0,0.0,mobile,US,1,146.87,287,2026-01-01 10:33:00
U010046,control,0.0,0.0,mobile,IN,1,22.05,592,2026-01-01 10:34:00
U009399,treatment,0.0,0.0,mobile,IN,6,103.13,378,2026-01-01 10:34:00
U004003,control,0.0,0.0,mobile,IN,2,37.76,641,2026-01-01 10:35:00
U011261,treatment,,0.0,desktop,IN,1,48.25,484,2026-01-01 10:40:00
U000778,treatment,0.0,0.0,mobile,US,2,156.3,567,2026-01-01 10:40:00
U006712,control,0.0,0.0,mobile,UK,0,20.44,495,2026-01-01 10:40:00
U006117,control,0.0,0.0,mobile,UK,3,54.44,370,2026-01-01 10:41:00
U011258,control,0.0,0.0,desktop,CA,4,22.75,379,2026-01-01 10:42:00
U003859,control,0.0,0.0,tablet,US,3,10.78,41,2026-01-01 10:48:00
U004217,control,1.0,62.71,mobile,US,2,22.23,212,2026-01-01 10:49:00
U010965,control,0.0,0.0,mobile,IN,2,53.11,596,2026-01-01 11:03:00
U006556,control,0.0,0.0,desktop,IN,0,84.07,55,2026-01-01 11:04:00
U007090,control,0.0,0.0,mobile,US,1,148.57,298,2026-01-01 11:08:00
U007503,treatment,0.0,0.0,desktop,US,3,75.32,277,2026-01-01 11:08:00
U003324,treatment,0.0,0.0,tablet,UK,3,106.77,574,2026-01-01 11:12:00
U002467,control,0.0,0.0,desktop,US,1,109.97,116,2026-01-01 11:14:00
U009763,control,0.0,0.0,mobile,US,4,40.54,81,2026-01-01 11:24:00
U006604,control,0.0,0.0,mobile,US,3,31.82,481,2026-01-01 11:26:00
U008309,control,0.0,0.0,mobile,US,2,17.35,151,2026-01-01 11:28:00
U001869,control,0.0,0.0,desktop,UK,1,53.38,611,2026-01-01 11:29:00
U009762,control,0.0,0.0,tablet,IN,0,56.73,312,2026-01-01 11:32:00
U000380,treatment,0.0,0.0,mobile,US,1,197.09,559,2026-01-01 11:32:00
U003066,control,0.0,0.0,mobile,US,0,51.16,654,2026-01-01 11:34:00
U000076,control,0.0,0.0,mobile,CA,1,180.68,475,2026-01-01 11:38:00
U001788,treatment,0.0,0.0,tablet,UK,1,73.06,248,2026-01-01 11:41:00
U009430,treatment,0.0,0.0,mobile,US,3,109.24,641,2026-01-01 11:43:00
U010746,control,0.0,0.0,mobile,US,4,28.08,685,2026-01-01 11:44:00
U002028,treatment,0.0,0.0,mobile,IN,0,74.55,555,2026-01-01 11:44:00
U007607,control,0.0,0.0,mobile,IN,2,46.75,134,2026-01-01 11:45:00
U009250,control,0.0,0.0,mobile,UK,1,11.88,631,2026-01-01 11:53:00
U000874,control,0.0,0.0,mobile,US,3,75.78,186,2026-01-01 11:56:00
U000605,control,0.0,0.0,desktop,CA,0,42.11,608,2026-01-01 11:59:00
U000024,control,0.0,0.0,tablet,IN,0,28.96,717,2026-01-01 12:03:00
U009200,treatment,1.0,22.92,mobile,US,2,72.93,265,2026-01-01 12:03:00
U008812,treatment,0.0,0.0,mobile,US,0,154.42,519,2026-01-01 12:04:00
U004612,control,0.0,0.0,desktop,UK,1,6.73,436,2026-01-01 12:07:00
U009276,treatment,0.0,0.0,mobile,US,2,60.17,693,2026-01-01 12:11:00
U005263,control,0.0,0.0,desktop,UK,0,13.2,181,2026-01-01 12:12:00
U004976,control,0.0,0.0,mobile,US,2,97.41,324,2026-01-01 12:14:00
U006836,treatment,0.0,0.0,desktop,CA,1,90.11,134,2026-01-01 12:17:00
U000572,control,0.0,0.0,desktop,UK,0,8.83,518,2026-01-01 12:18:00
U009659,treatment,0.0,0.0,desktop,CA,5,112.12,140,2026-01-01 12:23:00
U003043,treatment,0.0,0.0,mobile,CA,2,31.57,619,2026-01-01 12:23:00
U002668,control,0.0,0.0,mobile,IN,0,52.1,219,2026-01-01 12:25:00
U007520,control,0.0,0.0,mobile,US,3,50.39,298,2026-01-01 12:26:00
U004299,control,0.0,0.0,mobile,CA,3,65.78,43,2026-01-01 12:30:00
U006871,treatment,0.0,0.0,desktop,US,1,43.3,685,2026-01-01 12:31:00
U006792,control,0.0,0.0,mobile,UK,1,53.51,440,2026-01-01 12:31:00
U006082,control,0.0,0.0,desktop,US,3,93.58,527,2026-01-01 12:32:00
U008493,treatment,0.0,0.0,mobile,US,3,34.84,133,2026-01-01 12:34:00
U007052,control,0.0,0.0,mobile,UK,2,73.5,45,2026-01-01 12:35:00
U011480,control,0.0,0.0,mobile,UK,1,45.31,606,2026-01-01 12:43:00
U007485,treatment,0.0,0.0,mobile,IN,2,70.96,416,2026-01-01 12:44:00
U004342,control,0.0,0.0,mobile,US,3,31.12,164,2026-01-01 12:48:00
U002171,treatment,0.0,0.0,mobile,IN,3,68.11,66,2026-01-01 12:52:00
U007455,treatment,0.0,0.0,tablet,IN,2,51.81,213,2026-01-01 12:54:00
U011369,control,0.0,0.0,desktop,UK,1,58.31,71,2026-01-01 12:55:00
U001832,control,0.0,0.0,mobile,US,1,16.73,706,2026-01-01 12:56:00
U008860,control,0.0,0.0,mobile,US,1,17.32,361,2026-01-01 13:05:00
U010223,treatment,0.0,0.0,desktop,US,2,43.6,300,2026-01-01 13:14:00
U007310,control,0.0,0.0,mobile,CA,3,45.59,526,2026-01-01 13:20:00
U003542,control,0.0,0.0,desktop,US,1,41.77,326,2026-01-01 13:24:00
U001449,control,0.0,0.0,mobile,US,0,56.18,381,2026-01-01 13:35:00
U001205,control,0.0,0.0,desktop,IN,2,29.15,533,2026-01-01 13:52:00
U004979,control,0.0,0.0,mobile,US,0,59.31,321,2026-01-01 13:56:00
U005047,control,0.0,0.0,tablet,IN,0,42.49,378,2026-01-01 13:56:00
U010175,control,0.0,0.0,mobile,IN,2,53.33,707,2026-01-01 13:59:00
U006799,control,0.0,0.0,desktop,US,4,53.03,699,2026-01-01 14:02:00
U009358,treatment,0.0,0.0,mobile,UK,3,96.31,523,2026-01-01 14:03:00
U002122,control,0.0,0.0,mobile,US,2,89.85,375,2026-01-01 14:09:00
U005076,control,0.0,0.0,mobile,US,3,42.56,112,2026-01-01 14:15:00
U008672,control,0.0,0.0,desktop,US,2,87.9,608,2026-01-01 14:16:00
U000599,control,0.0,0.0,mobile,US,2,21.45,302,2026-01-01 14:17:00
U008538,treatment,0.0,0.0,mobile,US,1,86.79,113,2026-01-01 14:18:00
U002383,control,0.0,0.0,mobile,UK,2,26.66,389,2026-01-01 14:19:00
U002886,control,0.0,0.0,mobile,CA,2,70.3,208,2026-01-01 14:32:00
U010791,treatment,0.0,0.0,mobile,US,0,86.66,668,2026-01-01 14:34:00
U008799,treatment,0.0,0.0,mobile,UK,1,19.85,465,2026-01-01 14:43:00
U000188,control,0.0,0.0,mobile,US,3,25.54,524,2026-01-01 14:44:00
U004276,control,0.0,0.0,mobile,US,0,61.63,36,2026-01-01 14:46:00
U008391,treatment,0.0,0.0,mobile,UK,0,55.83,591,2026-01-01 14:47:00
U000157,control,0.0,0.0,mobile,US,2,85.98,459,2026-01-01 14:53:00
U011791,control,1.0,54.82,desktop,US,1,98.22,610,2026-01-01 14:55:00
U006892,treatment,,0.0,desktop,US,2,111.41,375,2026-01-01 14:58:00
U005941,control,0.0,0.0,mobile,IN,3,35.01,253,2026-01-01 15:05:00
U002609,control,0.0,0.0,mobile,IN,2,42.31,378,2026-01-01 15:12:00
U011648,control,0.0,0.0,desktop,US,0,94.04,676,2026-01-01 15:14:00
U005862,control,0.0,0.0,mobile,US,1,70.38,689,2026-01-01 15:28:00
U001702,control,0.0,0.0,mobile,US,4,49.42,409,2026-01-01 15:35:00
U000089,control,0.0,0.0,desktop,US,1,23.17,172,2026-01-01 15:40:00
U007635,treatment,0.0,0.0,mobile,UK,4,68.65,465,2026-01-01 15:42:00
U006562,control,0.0,0.0,desktop,IN,0,36.94,218,2026-01-01 15:43:00
U005691,control,0.0,0.0,mobile,US,3,12.93,509,2026-01-01 15:46:00
U005959,control,0.0,,mobile,US,3,38.63,424,2026-01-01 15:46:00
U009901,treatment,0.0,0.0,desktop,US,0,90.52,163,2026-01-01 15:48:00
U006544,control,0.0,0.0,mobile,US,4,27.95,715,2026-01-01 15:49:00
U004930,treatment,0.0,0.0,mobile,IN,1,36.23,9,2026-01-01 15:53:00
U001814,control,0.0,0.0,tablet,CA,0,94.95,229,2026-01-01 15:58:00
U005699,control,0.0,0.0,desktop,UK,1,113.28,487,2026-01-01 16:01:00
U005328,control,0.0,0.0,mobile,IN,3,8.67,4,2026-01-01 16:01:00
U003227,treatment,0.0,0.0,mobile,US,2,38.5,252,2026-01-01 16:02:00
U009558,control,0.0,0.0,desktop,IN,0,37.01,75,2026-01-01 16:04:00
U011286,treatment,0.0,0.0,mobile,US,1,53.57,405,2026-01-01 16:05:00
U003394,control,0.0,0.0,mobile,IN,1,79.14,121,2026-01-01 16:08:00
U010643,control,0.0,0.0,mobile,US,2,60.17,338,2026-01-01 16:10:00
U011540,treatment,0.0,0.0,desktop,CA,0,113.83,88,2026-01-01 16:16:00
U007600,control,0.0,0.0,mobile,UK,3,60.95,528,2026-01-01 16:23:00
U007161,control,0.0,0.0,tablet,US,2,50.37,323,2026-01-01 16:23:00
U008713,treatment,1.0,37.38,mobile,US,1,78.25,560,2026-01-01 16:30:00
U009757,treatment,0.0,0.0,mobile,IN,1,51.48,63,2026-01-01 16:32:00
U005413,control,0.0,0.0,mobile,US,1,68.77,712,2026-01-01 16:36:00
U002640,treatment,0.0,0.0,tablet,IN,0,26.05,572,2026-01-01 16:38:00
U005592,treatment,0.0,0.0,desktop,US,1,50.02,364,2026-01-01 16:39:00
U011320,treatment,0.0,0.0,desktop,UK,3,46.19,138,2026-01-01 16:43:00
U005630,treatment,1.0,23.05,desktop,US,4,26.6,190,2026-01-01 16:43:00
U004910,treatment,1.0,16.7,desktop,US,2,54.92,270,2026-01-01 16:43:00
U001015,treatment,0.0,0.0,tablet,US,3,163.59,163,2026-01-01 16:48:00
U011366,control,0.0,0.0,mobile,IN,1,68.57,659,2026-01-01 16:49:00
U002998,control,0.0,0.0,mobile,US,1,50.59,490,2026-01-01 16:52:00
U006834,treatment,1.0,10.79,mobile,IN,1,77.21,506,2026-01-01 16:55:00
U002806,treatment,,0.0,mobile,US,1,101.8,406,2026-01-01 16:55:00
U003256,treatment,1.0,11.73,mobile,US,2,66.44,682,2026-01-01 16:56:00
U009874,control,0.0,0.0,mobile,US,0,29.04,196,2026-01-01 17:02:00
U010667,treatment,0.0,0.0,mobile,IN,2,169.14,4,2026-01-01 17:02:00
U001662,control,0.0,0.0,mobile,UK,6,147.18,359,2026-01-01 17:08:00
U005529,treatment,0.0,0.0,mobile,US,2,47.35,16,2026-01-01 17:09:00
U005485,control,0.0,0.0,desktop,UK,1,62.34,90,2026-01-01 17:15:00
U003327,treatment,0.0,0.0,mobile,US,2,69.68,411,2026-01-01 17:16:00
U006615,control,0.0,0.0,mobile,US,1,33.68,128,2026-01-01 17:23:00
U006869,control,0.0,0.0,mobile,CA,0,115.77,478,2026-01-01 17:29:00
U003329,treatment,0.0,0.0,mobile,CA,3,75.88,491,2026-01-01 17:30:00
U007710,control,0.0,0.0,mobile,US,3,61.25,298,2026-01-01 17:39:00
U010579,control,0.0,0.0,desktop,IN,3,178.33,378,2026-01-01 17:39:00
U007342,control,0.0,0.0,desktop,IN,1,27.73,389,2026-01-01 17:42:00
U004531,control,0.0,0.0,mobile,US,3,102.41,580,2026-01-01 17:43:00
U002559,control,0.0,0.0,mobile,IN,0,99.0,541,2026-01-01 17:45:00
U002001,control,0.0,0.0,desktop,UK,0,89.0,4,2026-01-01 17:47:00
U001951,treatment,0.0,0.0,mobile,IN,0,95.25,450,2026-01-01 18:01:00
U005629,treatment,,0.0,desktop,US,2,62.01,171,2026-01-01 18:01:00
U003751,control,0.0,0.0,mobile,US,2,65.35,375,2026-01-01 18:02:00
U007530,control,0.0,0.0,desktop,IN,2,129.04,299,2026-01-01 18:07:00
U005129,control,0.0,0.0,mobile,IN,0,51.57,623,2026-01-01 18:08:00
U000807,control,0.0,0.0,desktop,US,1,39.02,356,2026-01-01 18:12:00
U003726,treatment,0.0,0.0,desktop,UK,5,36.02,322,2026-01-01 18:15:00
U008364,treatment,0.0,0.0,desktop,UK,0,128.31,37,2026-01-01 18:20:00
U004854,treatment,0.0,0.0,desktop,US,1,75.81,659,2026-01-01 18:26:00
U005889,control,0.0,0.0,desktop,US,1,31.39,164,2026-01-01 18:28:00
U003740,control,0.0,,mobile,IN,1,32.58,602,2026-01-01 18:30:00
U011294,control,0.0,0.0,desktop,IN,1,17.78,460,2026-01-01 18:30:00
U008565,treatment,0.0,0.0,mobile,US,4,103.7,28,2026-01-01 18:33:00
U008453,control,0.0,0.0,desktop,IN,4,93.02,678,2026-01-01 18:35:00
U009986,control,0.0,0.0,mobile,IN,2,41.28,18,2026-01-01 18:38:00
U009042,treatment,0.0,0.0,desktop,UK,2,154.43,406,2026-01-01 18:49:00
U003305,control,0.0,0.0,desktop,CA,2,101.69,305,2026-01-01 18:53:00
U001917,control,0.0,0.0,mobile,UK,1,112.53,246,2026-01-01 18:53:00
U010265,control,1.0,8.47,mobile,CA,0,35.17,611,2026-01-01 18:58:00
U011248,control,0.0,0.0,mobile,US,0,53.21,195,2026-01-01 19:01:00
U001625,treatment,0.0,0.0,mobile,UK,2,54.51,151,2026-01-01 19:03:00
U003631,control,0.0,0.0,desktop,IN,2,37.95,166,2026-01-01 19:03:00
U006042,treatment,0.0,0.0,mobile,US,5,74.73,18,2026-01-01 19:06:00
U005533,control,0.0,0.0,mobile,IN,1,48.05,570,2026-01-01 19:07:00
U004311,control,0.0,0.0,mobile,US,3,31.48,116,2026-01-01 19:08:00
U009948,control,0.0,0.0,desktop,US,1,38.48,256,2026-01-01 19:09:00
U010846,treatment,0.0,0.0,desktop,US,2,51.16,133,2026-01-01 19:16:00
U009983,control,0.0,0.0,desktop,IN,0,10.12,348,2026-01-01 19:16:00
U010934,treatment,0.0,0.0,mobile,UK,3,49.12,555,2026-01-01 19:16:00
U002287,control,0.0,0.0,mobile,UK,5,64.1,554,2026-01-01 19:20:00
U010328,control,0.0,0.0,mobile,US,3,54.71,643,2026-01-01 19:21:00
U010463,control,0.0,0.0,mobile,UK,5,70.08,270,2026-01-01 19:23:00
U006452,treatment,0.0,0.0,desktop,US,2,138.9,691,2026-01-01 19:27:00
U000280,treatment,0.0,0.0,tablet,US,4,50.42,554,2026-01-01 19:30:00
U003472,treatment,0.0,0.0,desktop,US,1,94.26,631,2026-01-01 19:30:00
U008402,control,0.0,0.0,mobile,UK,5,20.53,99,2026-01-01 19:35:00
